Host Total Listings Count,Neighbourhood,Neighbourhood Cleansed,Neighbourhood Group Cleansed,City,State,Zipcode,Market,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Square Feet,Price,Security Deposit,Cleaning Fee,Guests Included,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy
40.0,Sol,80,3,0,Community of Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,484.0,85.0,150.0,40.0,2,2,1125,0,0,0,0,3,50.0,10.0,9.0,7.0,6.0,9.0,9.0,2
45.0,La Latina,80,3,0,Community of Madrid,28005,2,0,0,4,1.0,2.0,3.0,4,646.0,150.0,250.0,70.0,1,5,1125,11,41,66,341,19,95.0,9.0,10.0,9.0,9.0,9.0,9.0,2
1.0,,80,3,0,Community of Madrid,28013,2,0,0,3,1.0,1.0,3.0,4,,59.0,,30.0,3,2,1125,8,28,58,148,9,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,,80,3,0,Comunidad de Madrid,28013,2,0,1,1,1.5,1.0,1.0,4,,40.0,,,1,3,1125,29,59,89,89,0,,,,,,,,0
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,2.0,4,,50.0,,10.0,2,2,1125,6,23,46,102,18,89.0,10.0,9.0,10.0,10.0,10.0,9.0,1
1.0,,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,2.0,0,,75.0,,,1,2,1125,3,3,13,23,3,93.0,9.0,9.0,9.0,9.0,10.0,9.0,0
40.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,1.0,2.0,4,,100.0,300.0,70.0,2,3,1125,14,35,65,340,15,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2
4.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,5,2.0,2.0,4.0,4,,125.0,200.0,50.0,4,2,1125,14,36,64,332,61,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2
5.0,,80,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,79.0,150.0,30.0,1,1,1125,16,31,54,142,0,,,,,,,,1
3.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,1,1,3.0,1.0,1.0,4,,35.0,200.0,30.0,1,7,1125,0,5,35,99,0,,,,,,,,2
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,2.0,4,,60.0,,,1,2,1125,12,20,40,140,19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,48.0,,,1,2,1125,0,0,0,189,16,85.0,9.0,8.0,10.0,9.0,9.0,8.0,0
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,56.0,100.0,30.0,2,3,1125,1,7,25,274,21,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1
3.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,37.0,120.0,20.0,1,2,1125,7,16,40,130,50,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,8,0,4,1.0,1.0,2.0,4,,48.0,,,1,1,1125,4,25,55,56,0,,,,,,,,0
1.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,40.0,,,1,2,10,0,0,0,0,0,,,,,,,,0
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,44.0,90.0,20.0,1,3,1125,10,25,45,320,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,0.0,2.0,4,,69.0,,12.0,2,1,1125,10,35,64,154,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,38.0,,,1,2,1125,2,3,6,6,54,89.0,9.0,9.0,9.0,10.0,9.0,9.0,1
35.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,2.0,4.0,4,,82.0,150.0,,2,3,1125,11,26,52,60,36,90.0,10.0,9.0,10.0,9.0,9.0,9.0,2
1.0,La Latina,48,3,0,Community of Madrid,28005,2,0,1,2,1.5,1.0,1.0,4,,55.0,100.0,,1,30,180,0,0,5,280,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,70.0,200.0,,1,3,5,3,3,3,3,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1
1.0,,114,3,0,Comunidad de Madrid,28004,2,14,1,2,1.0,1.0,1.0,4,,22.0,,,1,1,1125,3,3,3,3,0,,,,,,,,0
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,1,1,2.0,1.0,1.0,4,,35.0,,10.0,1,2,14,0,0,0,0,0,,,,,,,,0
2.0,Malasaña,114,3,0,Madrid,28015,2,0,0,4,1.0,1.0,2.0,4,,59.0,150.0,,2,2,30,4,11,25,295,228,88.0,9.0,9.0,9.0,9.0,9.0,9.0,2
1.0,,114,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,2.0,2.0,4,,47.0,100.0,25.0,2,32,1125,19,47,70,345,48,80.0,8.0,8.0,10.0,9.0,10.0,8.0,2
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,0.0,1.0,4,,66.0,90.0,20.0,1,2,1125,0,0,0,97,7,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1
7.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,0,3,1.0,1.0,1.0,4,,62.0,100.0,20.0,1,2,1125,7,12,12,12,11,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1
142.0,,114,3,0,Comunidad de Madrid,28015,2,0,0,2,1.0,1.0,1.0,4,,82.0,,77.0,2,3,1125,12,18,28,171,4,90.0,10.0,10.0,10.0,9.0,10.0,10.0,2
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,60.0,150.0,30.0,1,3,1125,4,20,43,318,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,Justicia,114,3,0,Community of Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,99.0,,19.0,1,1,1125,3,4,7,180,118,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
16.0,Malasaña,114,3,0,Comunidad de Madrid,28015,2,0,0,4,1.0,1.0,2.0,4,,90.0,150.0,49.0,2,2,1125,5,20,41,311,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
10.0,Malasaña,114,3,0,Community of Madrid,28004,2,0,0,3,1.0,1.0,,4,,80.0,200.0,,1,1,365,11,23,43,295,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,Malasaña,114,3,0,Madrid,28004,2,14,0,6,4.0,3.0,7.0,4,0.0,138.0,200.0,75.0,6,3,1125,11,32,52,327,132,94.0,9.0,9.0,10.0,10.0,10.0,9.0,2
10.0,Malasaña,114,3,0,Madrid,28004,2,0,0,3,1.0,1.0,1.0,4,,90.0,,,2,1,1125,18,37,59,334,6,80.0,9.0,10.0,9.0,9.0,9.0,8.0,0
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,1.0,1.0,4,,80.0,150.0,49.0,2,2,1125,0,0,3,272,74,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
5.0,,114,3,0,Comunidad de Madrid,28004,2,0,1,4,2.0,1.0,1.0,4,,30.0,,,2,1,1125,16,38,59,334,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,3,,64.0,100.0,25.0,2,2,1125,3,4,20,20,35,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
207.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,6,2.0,2.0,2.0,4,,109.0,150.0,30.0,2,2,1125,2,4,8,81,2,90.0,10.0,10.0,9.0,9.0,9.0,9.0,2
1.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,3,1.0,1.0,2.0,4,,67.0,,10.0,2,1,5,18,45,75,350,27,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0
7.0,Sol,111,3,0,Madrid,28013,2,0,0,2,1.0,1.0,1.0,4,269.0,65.0,100.0,40.0,2,3,364,3,11,21,278,154,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1
3.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,3,1.0,0.0,2.0,4,0.0,41.0,,10.0,2,4,1125,0,4,18,18,102,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2
5.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,3,1.0,1.0,1.0,4,,109.0,150.0,25.0,2,2,1125,8,30,48,320,105,92.0,10.0,10.0,10.0,10.0,10.0,9.0,1
1.0,Sol,111,3,0,Community of Madrid,28013,2,0,0,4,1.0,2.0,2.0,4,,71.0,,,4,2,1125,2,4,9,196,192,93.0,9.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,4,2.0,2.0,2.0,4,,110.0,300.0,40.0,1,4,1125,2,5,17,257,17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
38.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,1,2,5.0,1.0,1.0,4,,33.0,200.0,,1,4,1125,0,0,10,10,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
6.0,Sol,111,3,0,Comunidad de Madrid,28013,2,8,0,4,1.0,1.0,1.0,4,,150.0,,30.0,2,1,1125,8,18,38,289,1,80.0,8.0,8.0,2.0,4.0,6.0,10.0,2
15.0,,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,3.0,4,,110.0,300.0,40.0,2,3,1125,4,18,31,182,16,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
12.0,Sol,111,3,0,Comunidad de Madrid,28012,2,1,2,10,0.0,1.0,10.0,4,,20.0,,,1,1,1125,14,40,64,337,23,92.0,9.0,9.0,9.0,10.0,10.0,9.0,1
1.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,2.0,3.0,4,,90.0,150.0,25.0,4,2,20,9,36,57,172,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,1,2,1.5,1.0,1.0,4,,59.0,,,1,2,7,18,48,78,78,8,89.0,9.0,10.0,10.0,10.0,10.0,9.0,0
2.0,Sol,111,3,0,Community of Madrid,28012,2,0,0,4,1.0,1.0,1.0,3,,84.0,,,1,2,90,5,14,25,85,230,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1
4.0,,111,3,0,Comunidad de Madrid,27013,2,1,1,2,1.0,1.0,1.0,4,,56.0,100.0,15.0,1,1,1125,4,4,12,76,45,94.0,9.0,10.0,10.0,9.0,10.0,9.0,2
14.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,185.0,200.0,30.0,1,1,80,0,0,3,253,0,,,,,,,,1
3.0,Justicia,62,3,0,Community of Madrid,28004,2,9,2,4,2.0,1.0,4.0,4,,20.0,,,1,1,1125,26,56,86,361,10,78.0,9.0,9.0,10.0,10.0,10.0,9.0,2
3.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,0.0,1.0,3,,43.0,,25.0,1,3,1125,7,18,28,33,41,89.0,9.0,9.0,10.0,10.0,10.0,9.0,1
1.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,60.0,,10.0,1,1,1125,0,0,22,297,0,,,,,,,,0
3.0,,62,3,0,Comunidad de Madrid,28004,2,14,1,2,1.0,1.0,1.0,4,,50.0,,,1,2,10,10,15,26,301,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
2.0,,62,3,0,Comunidad de Madrid,28004,2,0,0,3,1.0,1.0,2.0,4,,65.0,,30.0,1,2,1125,5,35,65,340,0,,,,,,,,0
2.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,3,2.0,2.0,2.0,4,,40.0,600.0,,1,10,120,0,0,4,99,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,2,1.0,1.0,2.0,4,,75.0,,,1,5,15,7,13,31,300,80,88.0,9.0,9.0,10.0,10.0,10.0,9.0,2
5.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,1,3,1.0,1.0,2.0,4,,62.0,,10.0,1,3,10,26,56,86,299,3,93.0,7.0,9.0,9.0,9.0,10.0,8.0,1
164.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,90.0,200.0,50.0,2,2,1125,0,7,37,312,1,80.0,8.0,10.0,10.0,8.0,10.0,8.0,2
3.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,4,1.0,0.0,2.0,4,,75.0,200.0,30.0,2,3,15,7,15,19,265,149,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
5.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,1,2,2.0,1.0,1.0,4,,30.0,,10.0,1,1,1125,4,12,23,262,33,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2
1.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,8,0,2,1.0,1.0,1.0,4,,63.0,150.0,15.0,1,1,1125,8,35,61,150,7,100.0,10.0,9.0,10.0,9.0,10.0,9.0,1
4.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,16,1,2,1.0,1.0,1.0,4,,45.0,,,1,2,1125,0,0,0,97,20,87.0,9.0,9.0,9.0,9.0,10.0,9.0,1
114.0,Justicia,62,3,0,Community of Madrid,28004,2,0,1,2,3.0,1.0,1.0,4,,25.0,,15.0,1,10,1125,0,5,35,310,0,,,,,,,,2
114.0,Justicia,62,3,0,Community of Madrid,28004,2,0,1,2,3.0,1.0,1.0,4,,25.0,,15.0,1,10,1125,0,0,0,266,0,,,,,,,,2
10.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,6,2.0,2.0,3.0,4,,90.0,200.0,70.0,4,3,1125,13,17,25,284,80,91.0,9.0,10.0,9.0,9.0,10.0,9.0,2
1.0,,62,3,0,Comunidad de Madrid,28004,2,0,1,3,1.0,1.0,2.0,4,,30.0,,5.0,2,2,1125,5,9,29,288,67,88.0,9.0,9.0,9.0,10.0,10.0,9.0,2
5.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,1,2,2.0,1.0,1.0,4,,39.0,,10.0,1,1,1125,0,6,18,276,25,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,2.0,3.0,4,,77.0,100.0,15.0,2,2,1125,3,10,19,72,56,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,6,1.0,2.0,2.0,4,,160.0,200.0,30.0,4,2,180,14,35,53,313,40,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1
1.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,,49.0,,,2,2,1125,4,8,27,143,128,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
38.0,Sol,111,3,0,Madrid,28013,2,0,1,2,5.0,1.0,1.0,4,,31.0,200.0,,1,2,1125,0,0,0,0,1,40.0,4.0,2.0,4.0,10.0,8.0,6.0,2
1.0,,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,,70.0,,,1,2,1125,0,0,0,10,13,88.0,10.0,9.0,10.0,9.0,10.0,9.0,2
164.0,Sol,111,3,0,Comunidad de Madrid,28005,2,0,0,10,2.0,4.0,7.0,4,,210.0,200.0,70.0,4,2,1125,11,25,45,313,15,81.0,9.0,9.0,7.0,8.0,10.0,8.0,2
1.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,6,1.0,2.0,4.0,4,,120.0,150.0,35.0,4,2,120,13,34,60,225,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,,111,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,50.0,,15.0,1,1,1125,15,39,64,208,20,91.0,9.0,9.0,10.0,10.0,10.0,10.0,0
11.0,Sol,111,3,0,Madrid,28012,2,0,0,4,1.0,1.0,1.0,4,753.0,100.0,100.0,30.0,2,3,365,1,1,2,192,3,87.0,8.0,9.0,9.0,9.0,9.0,9.0,1
1.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,,75.0,175.0,20.0,2,2,1125,4,11,22,297,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,Sol,111,3,0,Community of Madrid,28014,2,8,0,8,2.0,2.0,5.0,4,,155.0,500.0,,4,2,365,2,4,16,216,18,93.0,10.0,10.0,10.0,10.0,10.0,9.0,2
22.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,6,2.0,2.0,3.0,4,,155.0,,,2,3,1125,13,35,51,322,1,80.0,10.0,10.0,8.0,8.0,10.0,8.0,2
1.0,,111,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,1.0,1.0,4,,15.0,,,1,4,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
11.0,Sol,111,3,0,Comunidad de Madrid,28005,2,0,0,8,1.0,3.0,4.0,4,,163.0,,25.0,2,1,1125,12,35,55,330,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,60,0,0,Comunidad de Madrid,28005,2,0,0,3,1.0,1.0,1.0,4,,70.0,200.0,30.0,3,3,1125,1,14,32,296,12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
5.0,Imperial,60,0,0,Comunidad de Madrid,28005,2,0,0,3,1.0,2.0,2.0,4,,49.0,90.0,20.0,3,2,1125,11,15,15,77,17,88.0,8.0,9.0,9.0,9.0,9.0,9.0,2
1.0,Imperial,60,0,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,45.0,,,1,3,360,0,0,0,0,0,,,,,,,,0
1.0,Acacias,1,0,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,32.0,,,1,2,1125,24,54,84,84,1,,,,,,,,0
1.0,Acacias,1,0,0,Comunidad de Madrid,28005,2,1,1,2,1.0,1.0,1.0,4,,25.0,,,1,1,1125,0,0,0,0,0,,,,,,,,0
1.0,Acacias,1,0,0,Comunidad de Madrid,28005,2,14,0,4,2.0,2.0,4.0,4,,90.0,100.0,,2,3,1125,7,17,19,239,15,92.0,9.0,9.0,9.0,9.0,9.0,9.0,2
4.0,Acacias,1,0,0,Comunidad de Madrid,28045,2,0,1,1,1.0,1.0,1.0,4,,19.0,,5.0,1,2,1125,6,6,7,282,5,80.0,7.0,9.0,10.0,10.0,9.0,9.0,0
8.0,Acacias,1,0,0,Comunidad de Madrid,28005,2,1,1,3,2.0,1.0,1.0,4,,39.0,150.0,17.0,2,1,1125,5,15,31,93,50,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2
1.0,Acacias,1,0,0,Madrid,28005,2,14,1,1,,1.0,,4,,40.0,,,1,1,730,30,60,90,365,2,90.0,8.0,8.0,10.0,8.0,10.0,8.0,0
1.0,Acacias,1,0,0,Community of Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,37.0,150.0,15.0,1,4,90,1,15,45,320,25,90.0,9.0,10.0,10.0,9.0,9.0,9.0,2
1.0,,1,0,0,,28005,2,0,1,2,1.0,1.0,1.0,4,,28.0,,,1,2,1125,0,0,0,0,4,100.0,10.0,9.0,9.0,10.0,10.0,9.0,1
3.0,,1,0,0,Comunidad de Madrid,28005,2,0,1,1,1.0,1.0,1.0,4,,18.0,,10.0,1,1,1125,15,45,75,350,5,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0
1.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,0,3,1.0,0.0,1.0,4,,60.0,,,1,2,1125,18,36,64,339,0,,,,,,,,1
2.0,,39,3,0,Comunidad de Madrid,28014,2,0,0,2,1.0,1.0,1.0,4,,69.0,,15.0,1,2,1125,6,11,38,313,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,2,1.0,1.0,1.0,4,,50.0,,20.0,1,3,1125,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1
1.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,1,4,2.0,2.0,3.0,4,,55.0,,15.0,1,2,1125,16,45,45,45,13,96.0,9.0,9.0,9.0,10.0,10.0,10.0,0
51.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,2.0,3.0,4,,101.0,200.0,48.0,2,4,365,6,17,36,279,13,86.0,8.0,10.0,10.0,10.0,10.0,9.0,0
1.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,15,0,2,1.0,1.0,1.0,4,,70.0,200.0,30.0,1,3,60,6,17,38,207,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,2.0,3.0,4,,95.0,100.0,35.0,5,3,7,2,10,23,277,108,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,,39,3,0,Comunidad de Madrid,28014,2,0,0,3,1.0,1.0,1.0,3,,35.0,,,1,2,7,0,0,0,0,0,,,,,,,,0
4.0,Cortes,39,3,0,Community of Madrid,28014,2,0,0,3,1.0,0.0,2.0,4,,70.0,,,1,1,1125,6,20,35,295,273,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
15.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,8,0,2,1.0,0.0,1.0,4,,50.0,,15.0,2,1,20,4,7,14,246,82,93.0,10.0,10.0,9.0,9.0,10.0,9.0,2
3.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,3,1.0,1.0,1.0,4,,65.0,100.0,15.0,1,2,1125,1,3,9,248,170,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1
1.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,1,1,1.0,1.0,1.0,4,,32.0,,,1,4,180,5,5,5,277,42,93.0,10.0,10.0,10.0,10.0,10.0,9.0,2
6.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,75.0,225.0,20.0,2,1,1125,4,9,17,90,25,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1
7.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,75.0,120.0,,2,3,14,11,11,11,48,112,86.0,8.0,9.0,10.0,10.0,10.0,9.0,1
1.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,1,16,8.0,1.0,16.0,4,,29.0,,,1,1,1125,0,0,0,0,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0
6.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,2,2,1.0,1.0,1.0,4,,70.0,,35.0,1,2,1125,10,28,50,325,1,60.0,6.0,2.0,10.0,10.0,10.0,6.0,2
3.0,,62,3,0,Comunidad de Madrid,28004,2,0,1,2,1.0,1.0,1.0,4,,24.0,,,1,2,1125,2,6,19,74,67,94.0,9.0,9.0,10.0,10.0,10.0,9.0,2
1.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,85.0,120.0,30.0,1,2,1125,6,18,42,130,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,4,1.0,0.0,2.0,3,538.0,54.0,100.0,20.0,2,2,1125,0,0,2,2,91,87.0,8.0,9.0,9.0,9.0,10.0,9.0,2
1.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,15,0,2,1.0,0.0,1.0,4,,60.0,200.0,15.0,1,2,1125,11,35,53,328,32,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0
1.0,Palos do Moguer,84,0,0,Comunidad de Madrid,28045,2,0,1,2,1.0,2.0,1.0,4,,45.0,,,1,2,1125,3,12,42,317,6,93.0,9.0,9.0,9.0,10.0,10.0,9.0,1
1.0,Palos do Moguer,84,0,0,Comunidad de Madrid,28045,2,0,2,1,1.0,1.0,1.0,4,,10.0,,,1,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
2.0,,17,0,0,Comunidad de Madrid,28045,2,0,1,2,1.0,1.0,1.0,4,,21.0,,,1,1,1125,0,0,4,279,17,68.0,7.0,8.0,9.0,9.0,9.0,7.0,1
5.0,Atocha,17,0,0,Comunidad de Madrid,28045,2,16,0,10,2.0,4.0,6.0,4,,135.0,150.0,35.0,6,2,31,14,33,49,313,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,17,0,0,Comunidad de Madrid,28007,2,0,1,2,1.0,1.0,1.0,4,,30.0,,10.0,1,1,1125,2,15,25,25,53,91.0,9.0,9.0,9.0,9.0,10.0,9.0,0
2.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,0,0,4,1.0,2.0,2.0,4,,95.0,,10.0,2,4,1125,0,0,0,0,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0
1.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,0,0,4,1.0,2.0,2.0,4,,80.0,,,1,1,1125,0,0,0,0,0,,,,,,,,0
1.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,0,1,1,1.0,1.0,1.0,4,,20.0,250.0,10.0,1,1,10,22,44,74,74,14,84.0,9.0,10.0,9.0,9.0,10.0,9.0,0
1.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,16,0,8,2.0,2.0,7.0,4,,95.0,300.0,35.0,4,2,1125,19,40,60,148,5,80.0,10.0,8.0,10.0,10.0,9.0,8.0,0
10.0,Adelfas,2,13,0,Comunidad de Madrid,28007,2,0,0,2,1.0,0.0,1.0,4,,55.0,150.0,,1,2,1125,2,16,40,106,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Retiro,50,13,0,Comunidad de Madrid,28028,2,14,1,1,1.0,1.0,1.0,4,,60.0,,,1,1,1125,30,60,90,365,0,,,,,,,,0
2.0,Ibiza,59,13,0,Comunidad de Madrid,28009,2,0,1,1,2.0,1.0,1.0,4,,40.0,,,1,11,11,30,60,90,365,0,,,,,,,,0
10.0,Ibiza,59,13,0,Madrid,28009,2,0,0,4,1.0,0.0,2.0,4,,75.0,200.0,,1,2,1365,13,15,37,312,8,83.0,8.0,9.0,9.0,9.0,9.0,9.0,2
1.0,Ibiza,59,13,0,Comunidad de Madrid,28009,2,0,0,4,1.0,1.0,2.0,4,,80.0,,25.0,2,2,1125,9,35,54,266,17,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1
2.0,,59,13,0,Community of Madrid,28009,2,0,1,2,1.0,1.0,2.0,4,,30.0,,,1,2,30,9,9,9,68,80,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0
