Host Total Listings Count,Neighbourhood,Neighbourhood Cleansed,Neighbourhood Group Cleansed,City,State,Zipcode,Market,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Square Feet,Price,Security Deposit,Cleaning Fee,Guests Included,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy
9.0,,55,14,0,Comunidad de Madrid,28001,2,1,1,4,1.0,1.0,3.0,4,,45.0,100.0,,2,1,1125,5,6,6,72,19,93.0,10.0,10.0,10.0,9.0,10.0,10.0,2
28.0,Goya,55,14,0,Comunidad de Madrid,28001,2,0,0,4,1.0,1.0,2.0,4,,90.0,,80.0,2,5,180,13,43,51,51,2,80.0,8.0,9.0,8.0,9.0,9.0,9.0,2
16.0,Goya,55,14,0,Comunidad de Madrid,28001,2,0,0,6,2.0,2.0,3.0,4,,136.0,150.0,50.0,4,2,1125,8,24,28,267,14,90.0,10.0,10.0,9.0,10.0,10.0,10.0,2
1.0,,55,14,0,Comunidad de Madrid,28006,2,0,1,1,1.0,1.0,1.0,4,,25.0,,,1,1,1125,0,0,0,0,0,,,,,,,,0
2.0,Goya,55,14,0,Comunidad de Madrid,28006,2,0,1,2,1.0,1.0,1.0,4,,30.0,250.0,,1,3,15,13,43,73,348,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Goya,55,14,0,Comunidad de Madrid,28009,2,14,0,2,1.0,1.0,1.0,4,,120.0,100.0,,1,1,1125,24,54,84,359,16,94.0,10.0,10.0,10.0,9.0,10.0,9.0,1
2.0,Goya,55,14,0,Comunidad de Madrid,28009,2,0,1,2,1.0,1.0,1.0,4,,30.0,,,1,1,7,14,35,65,75,0,,,,,,,,1
1.0,Goya,55,14,0,Comunidad de Madrid,28009,2,0,1,2,1.0,1.0,1.0,4,,30.0,,,1,1,30,0,0,0,0,0,,,,,,,,0
2.0,Goya,55,14,0,Comunidad de Madrid,28001,2,0,0,2,1.0,1.0,1.0,4,,55.0,199.0,39.0,1,3,1125,14,31,53,328,2,90.0,9.0,8.0,10.0,10.0,10.0,10.0,2
6.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,8,0,4,1.0,1.0,1.0,3,,60.0,130.0,35.0,2,1,200,1,3,14,201,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
3.0,Palacio,80,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,0.0,1.0,4,,28.0,,8.0,1,1,1125,1,9,30,30,1,80.0,8.0,8.0,8.0,8.0,10.0,8.0,2
1.0,La Latina,80,3,0,Community of Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,25.0,,,1,2,7,19,49,79,354,28,84.0,9.0,8.0,10.0,10.0,10.0,9.0,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,2.0,4,,60.0,,30.0,1,1,25,0,0,0,0,2,90.0,9.0,9.0,9.0,10.0,9.0,8.0,1
4.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,50.0,200.0,30.0,1,2,1125,0,5,24,299,28,88.0,9.0,9.0,9.0,10.0,10.0,9.0,1
1.0,Palacio,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,2.0,3.0,4,,95.0,200.0,30.0,2,3,1125,5,5,13,288,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
18.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,7,2.0,3.0,5.0,4,,155.0,300.0,,2,3,1125,6,16,27,302,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
4.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,75.0,,25.0,2,2,30,13,32,51,52,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Palacio,80,3,0,Madrid,28013,2,0,0,6,1.0,2.0,4.0,4,,130.0,250.0,50.0,4,3,1125,11,16,22,270,66,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,80,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,1.0,1.0,4,,60.0,,10.0,1,2,1125,3,14,15,42,13,95.0,10.0,10.0,10.0,9.0,10.0,10.0,0
1.0,,80,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,115.0,,,1,3,1125,7,37,67,157,0,,,,,,,,0
1.0,Palacio,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,0.0,2.0,4,,50.0,150.0,,2,1,1125,0,0,0,97,1,,,,,,,,0
2.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,69.0,,,1,3,1125,27,57,87,87,0,,,,,,,,1
1.0,,80,3,0,Comunidad de Madrid,28013,2,1,1,1,1.0,1.0,1.0,4,,25.0,,,1,5,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,5,1.0,2.0,3.0,4,,100.0,150.0,30.0,4,2,1125,4,18,44,129,12,90.0,9.0,10.0,10.0,10.0,10.0,9.0,0
1.0,,80,3,0,Comunidad de Madrid,28013,2,0,1,2,1.0,1.0,1.0,4,,35.0,150.0,5.0,1,1,1125,0,0,0,54,47,86.0,9.0,9.0,10.0,9.0,10.0,9.0,2
51.0,Imperial,80,3,0,Comunidad de Madrid,28005,2,0,0,5,1.0,2.0,3.0,4,,110.0,,50.0,2,4,365,12,42,72,347,0,,,,,,,,0
3.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,3,1.0,1.0,2.0,4,,44.0,100.0,45.0,2,2,1125,12,28,53,328,1,100.0,8.0,10.0,10.0,10.0,10.0,8.0,2
1.0,Palacio,80,3,0,Community of Madrid,28013,2,0,0,3,1.0,1.0,2.0,4,,65.0,,,1,1,1125,0,0,0,0,3,70.0,6.0,4.0,8.0,8.0,8.0,8.0,0
1.0,,80,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,2.0,3,,50.0,,15.0,2,1,1125,1,7,20,251,62,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0
3.0,,80,3,0,Comunidad de Madrid,28005,2,14,1,2,1.0,1.0,1.0,4,,27.0,,15.0,1,3,45,9,9,9,9,3,87.0,9.0,9.0,8.0,9.0,10.0,9.0,1
11.0,La Latina,80,3,0,Madrid,28005,2,0,0,4,1.0,2.0,1.0,4,700.0,100.0,100.0,30.0,2,3,365,4,7,24,299,50,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1
1.0,,80,3,0,Community of Madrid,28013,2,0,1,1,1.0,1.0,2.0,4,,32.0,,,1,9,45,4,22,37,86,31,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,1,3,1.0,1.0,1.0,4,,48.0,300.0,15.0,2,1,1125,18,48,78,353,31,95.0,10.0,9.0,10.0,10.0,10.0,10.0,2
2.0,La Latina,80,3,0,Community of Madrid,28005,2,0,0,3,1.0,1.0,2.0,4,0.0,80.0,500.0,50.0,1,30,1125,0,0,6,281,1,80.0,8.0,10.0,10.0,10.0,8.0,10.0,1
1.0,,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,3.0,4,,75.0,100.0,25.0,2,1,1000,7,17,39,309,19,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
3.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,15,0,6,1.0,1.0,4.0,4,,75.0,200.0,50.0,2,3,1125,9,39,69,344,2,100.0,10.0,10.0,9.0,10.0,9.0,10.0,2
3.0,,80,3,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,2.0,4,,35.0,100.0,,1,2,1125,25,52,82,357,6,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0
2.0,,80,3,0,Comunidad de Madrid,28013,2,14,1,2,1.0,1.0,1.0,4,,28.0,90.0,,1,3,1125,0,0,0,0,19,87.0,10.0,8.0,10.0,10.0,10.0,9.0,1
4.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,0.0,1.0,4,,60.0,,25.0,2,2,30,4,10,32,119,2,80.0,8.0,8.0,9.0,10.0,8.0,9.0,1
114.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,1,2,2.0,1.0,2.0,4,,30.0,,15.0,1,10,1125,0,0,5,280,1,80.0,10.0,8.0,10.0,10.0,10.0,8.0,2
4.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.5,1.0,1.0,4,,25.0,,20.0,1,20,180,0,0,6,281,0,,,,,,,,0
3.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,3,1.0,2.0,2.0,4,,50.0,,10.0,1,3,1125,0,0,6,62,3,90.0,10.0,8.0,7.0,10.0,10.0,9.0,1
2.0,,48,3,0,Comunidad de Madrid,28012,2,15,0,3,1.0,1.0,1.0,4,,60.0,100.0,10.0,1,3,1125,10,19,19,19,22,89.0,9.0,9.0,10.0,10.0,9.0,9.0,2
2.0,Embajadores,48,3,0,Madrid,28012,2,0,0,3,1.0,1.0,1.0,3,,59.0,150.0,,1,3,365,2,6,12,161,33,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,49.0,,,2,2,1125,4,10,22,73,58,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,45.0,,,1,2,1125,0,0,0,0,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,42.0,200.0,15.0,2,3,14,8,23,35,302,55,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,30.0,,,1,2,1115,16,46,76,351,0,,,,,,,,0
1.0,,48,3,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,26.0,,,1,2,1125,12,40,70,345,17,95.0,10.0,9.0,10.0,9.0,10.0,9.0,1
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,50.0,100.0,,1,7,8,0,0,0,0,0,,,,,,,,0
5.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,33.0,250.0,34.0,1,2,1125,3,3,3,163,22,73.0,8.0,8.0,8.0,9.0,8.0,7.0,2
6.0,La Latina,48,3,0,Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,0.0,95.0,150.0,40.0,1,3,365,6,20,43,312,35,85.0,8.0,9.0,9.0,9.0,10.0,8.0,2
1.0,,48,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,2.0,4,,50.0,200.0,25.0,3,2,1125,11,24,52,327,21,89.0,9.0,8.0,9.0,9.0,9.0,9.0,0
5.0,,48,3,0,Comunidad de Madrid,28012,2,14,0,4,1.0,1.0,2.0,4,,35.0,300.0,35.0,1,2,1125,0,0,0,154,3,67.0,7.0,9.0,7.0,7.0,9.0,7.0,2
1.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,0,5,1.0,2.0,2.0,4,,85.0,,20.0,4,2,1125,6,13,20,101,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,2.0,3.0,4,,100.0,,,4,3,1125,3,3,3,175,129,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1
1.0,,48,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,2.0,2.0,4,,59.0,150.0,25.0,2,2,1125,5,12,34,300,75,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1
8.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,0.0,1.0,4,,55.0,200.0,25.0,1,2,1125,0,0,3,264,25,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0
8.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,3,1.0,1.0,1.0,4,,76.0,100.0,25.0,2,2,6,17,46,67,342,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0
7.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,8,1.0,4.0,6.0,4,,79.0,150.0,35.0,4,3,1125,7,14,25,110,33,82.0,8.0,9.0,10.0,9.0,10.0,8.0,1
4.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,1,2,2.0,1.0,1.0,4,,25.0,,5.0,1,1,29,3,14,41,316,105,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0
1.0,,80,3,0,Community of Madrid,28005,2,0,0,3,1.0,1.0,2.0,4,,45.0,87.0,25.0,2,3,1125,0,8,35,287,71,93.0,9.0,10.0,10.0,10.0,10.0,9.0,2
1.0,,80,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,1.0,1.0,4,,52.0,,,1,1,1125,9,28,44,319,17,85.0,9.0,8.0,9.0,9.0,10.0,8.0,0
10.0,Palacio,80,3,0,Community of Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,,75.0,150.0,30.0,2,3,30,0,19,29,295,28,92.0,10.0,10.0,9.0,10.0,10.0,9.0,2
51.0,La Latina,80,3,0,Madrid,28012,2,0,0,2,1.0,1.0,1.0,3,30.0,65.0,200.0,32.0,2,4,365,5,19,35,290,2,90.0,7.0,9.0,10.0,10.0,10.0,8.0,1
0.0,,80,3,0,Comunidad de Madrid,28013,2,14,1,2,1.0,1.0,1.0,4,,60.0,,,1,1,1125,17,47,77,352,8,93.0,10.0,9.0,10.0,10.0,10.0,10.0,2
207.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,99.0,150.0,15.0,2,1,1125,0,0,0,37,0,,,,,,,,2
3.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,3,1.0,0.0,2.0,4,,80.0,250.0,30.0,2,2,1125,1,4,18,120,15,99.0,10.0,10.0,10.0,10.0,10.0,9.0,2
9.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,6,2.0,2.0,4.0,4,,70.0,150.0,,2,4,1125,4,10,18,89,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Palacio,80,3,0,Madrid,28013,2,0,0,2,1.0,1.0,1.0,4,,65.0,150.0,,2,5,1125,5,7,16,209,26,95.0,10.0,9.0,10.0,10.0,10.0,9.0,2
4.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,59.0,200.0,30.0,1,2,1125,13,25,43,315,54,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1
3.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,3.0,4,,55.0,,35.0,2,2,1125,0,12,38,313,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,80,3,0,Comunidad de Madrid,28005,2,0,0,8,1.0,3.0,5.0,4,,145.0,150.0,,6,1,1125,16,41,67,342,35,84.0,9.0,8.0,9.0,9.0,9.0,8.0,2
20.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,1,2.0,1.0,1.0,4,,40.0,,,1,7,1125,0,5,35,62,0,,,,,,,,0
1.0,,48,3,0,Comunidad de Madrid,28012,2,15,0,3,1.5,0.0,1.0,4,,48.0,,10.0,2,3,1125,14,40,70,345,32,76.0,8.0,7.0,8.0,8.0,9.0,8.0,2
3.0,,48,3,0,Community of Madrid,,2,0,1,2,1.0,1.0,1.0,4,,19.0,,,1,1,3,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
11.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,59.0,,20.0,2,1,1125,15,39,65,155,56,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2
1.0,Embajadores,48,3,0,Community of Madrid,28012,2,0,0,3,1.0,1.0,2.0,4,700.0,85.0,200.0,,2,2,15,0,0,0,0,14,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,33.0,,8.0,1,2,1125,0,0,22,74,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1
4.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,3,1.0,0.0,1.0,4,,47.0,99.0,25.0,2,2,1125,5,11,26,301,24,93.0,10.0,9.0,10.0,10.0,10.0,9.0,2
10.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,8,0,4,1.0,1.0,2.0,4,,52.0,150.0,20.0,1,1,14,11,25,35,233,2,90.0,10.0,9.0,10.0,10.0,10.0,10.0,1
2.0,,48,3,0,Comunidad de Madrid,28012,2,16,1,2,1.0,1.0,2.0,4,,25.0,,,1,2,1125,0,0,6,281,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1
2.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,14,1,1,1.0,1.0,1.0,4,,30.0,,,1,2,1125,15,37,67,155,5,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1
2.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,50.0,,10.0,1,1,1125,7,37,67,342,3,87.0,10.0,10.0,10.0,10.0,9.0,9.0,0
8.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,32.0,,,1,2,1125,0,0,12,287,100,86.0,9.0,9.0,9.0,9.0,10.0,9.0,1
3.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,2.0,4,,28.0,250.0,,1,2,1125,25,55,85,85,34,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
2.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,5,1.0,1.0,3.0,4,,70.0,,,2,3,1125,3,3,18,293,38,87.0,9.0,9.0,10.0,10.0,9.0,9.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,2.0,3.0,4,,80.0,200.0,30.0,1,2,1125,3,5,18,85,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.5,1.0,3.0,4,,64.0,100.0,,2,3,1125,0,5,28,303,48,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1
9.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,65.0,,30.0,1,4,1125,5,14,24,271,4,80.0,9.0,10.0,8.0,8.0,10.0,8.0,1
2.0,,48,3,0,Comunidad de Madrid,,2,0,1,2,2.0,1.0,1.0,4,,25.0,,15.0,1,3,1125,0,0,0,0,0,,,,,,,,2
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,2,,35.0,100.0,12.0,2,2,1125,4,15,40,40,84,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,48,3,0,Comunidad de Madrid,28012,2,14,0,2,1.0,1.0,1.0,4,,60.0,,,1,7,1125,0,0,5,280,6,80.0,9.0,9.0,10.0,9.0,9.0,9.0,0
18.0,Embajadores,48,3,0,Community of Madrid,28012,2,0,0,3,,1.0,1.0,4,,62.0,,,2,3,1125,9,11,26,137,17,94.0,10.0,9.0,9.0,10.0,9.0,9.0,2
207.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,89.0,150.0,30.0,2,2,1125,21,33,63,298,0,,,,,,,,2
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,49.0,,20.0,2,1,1125,0,0,0,0,3,93.0,9.0,7.0,10.0,10.0,10.0,9.0,2
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,2,2.0,1.0,1.0,4,,95.0,,20.0,2,3,1125,0,1,8,53,72,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Embajadores,48,3,0,Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,0.0,65.0,200.0,,2,3,90,11,29,52,321,139,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2
2.0,La Latina,48,3,0,,28005,2,0,0,3,1.5,1.0,1.0,4,0.0,84.0,150.0,20.0,2,1,60,9,11,31,304,105,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
3.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,2.0,4,,65.0,125.0,25.0,2,2,30,6,30,60,335,10,96.0,9.0,8.0,10.0,10.0,10.0,9.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,2.0,3.0,4,,100.0,,10.0,1,1,3,0,0,0,0,0,,,,,,,,0
8.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,2,0.0,1.0,1.0,4,,31.0,,7.0,1,3,1125,27,57,87,177,27,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1
2.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,1.0,1.0,4,,20.0,,5.0,1,2,1125,12,36,36,133,29,89.0,9.0,9.0,9.0,9.0,9.0,9.0,2
20.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,0.0,1.0,4,,41.0,200.0,30.0,1,7,1125,0,6,36,62,0,,,,,,,,2
2.0,,48,3,0,Comunidad de Madrid,28005,2,0,0,5,1.0,1.0,5.0,4,,70.0,200.0,40.0,2,2,30,3,23,50,140,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,5,1.0,2.0,3.0,4,,45.0,150.0,15.0,2,2,1125,0,0,2,160,102,92.0,9.0,10.0,10.0,10.0,10.0,9.0,2
2.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,58.0,100.0,,2,2,1125,2,11,17,254,168,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0
4.0,La Latina,48,3,0,Community of Madrid,28012,2,0,0,5,1.0,2.0,3.0,4,753.0,90.0,,50.0,2,3,1125,0,0,0,231,41,88.0,10.0,10.0,9.0,9.0,10.0,9.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,1.0,1.0,4,,29.0,,9.0,1,1,15,5,22,50,325,63,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Embajadores,48,3,0,Community of Madrid,28012,2,0,0,7,1.0,2.0,7.0,4,0.0,80.0,150.0,,2,2,1125,0,0,6,247,21,88.0,9.0,9.0,10.0,10.0,9.0,9.0,1
1.0,,48,3,0,Community of Madrid,28012,2,0,0,5,1.0,2.0,5.0,4,,70.0,,,4,1,1125,1,6,17,227,72,91.0,9.0,9.0,9.0,9.0,10.0,9.0,2
2.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,43.0,200.0,20.0,1,2,1125,3,14,36,61,23,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
2.0,La Latina,48,3,0,Community of Madrid,28012,2,0,0,7,2.0,2.0,5.0,4,,119.0,200.0,65.0,2,2,1125,5,23,40,40,68,90.0,9.0,10.0,9.0,10.0,10.0,9.0,2
3.0,Embajadores,48,3,0,Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,41.0,100.0,20.0,2,3,330,5,5,15,288,63,76.0,8.0,8.0,9.0,9.0,9.0,8.0,1
18.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,2.0,2.0,4,,75.0,100.0,30.0,2,2,1125,4,15,43,43,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,48,3,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,2.0,4,,31.0,,,1,1,1125,0,0,0,219,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
2.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,8,1.0,3.0,5.0,4,,74.0,100.0,15.0,2,2,30,13,39,59,327,26,82.0,8.0,9.0,9.0,10.0,9.0,9.0,2
3.0,Embajadores,48,3,0,Community of Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,48.0,150.0,20.0,1,1,1125,11,41,71,346,5,87.0,9.0,9.0,9.0,10.0,10.0,9.0,1
1.0,,48,3,0,Comunidad de Madrid,28012,2,14,1,1,1.0,1.0,1.0,4,,29.0,100.0,,1,1,3,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
2.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,58.0,,,2,2,30,7,27,51,141,57,84.0,9.0,9.0,10.0,10.0,10.0,9.0,1
1.0,,48,3,0,Community of Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,130.0,,,1,2,1125,28,58,88,363,2,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,1.0,1.0,4,,24.0,,,1,1,1125,0,0,0,0,0,,,,,,,,0
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,2.0,2.0,4,,100.0,,20.0,1,1,1125,0,0,0,234,3,100.0,10.0,10.0,9.0,10.0,10.0,10.0,2
2.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,13,2.0,4.0,8.0,4,,145.0,150.0,40.0,7,1,1125,9,24,42,277,38,92.0,9.0,10.0,10.0,10.0,10.0,9.0,2
1.0,,48,3,0,Comunidad de Madrid,28012,2,15,1,1,1.0,1.0,2.0,4,,48.0,100.0,20.0,1,3,15,30,60,90,91,0,,,,,,,,0
1.0,,48,3,0,Comunidad de Madrid,28005,2,0,1,2,0.5,1.0,1.0,4,,27.0,,19.0,1,2,8,3,3,20,295,44,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1
7.0,Embajadores,48,3,0,Comunidad de Madrid,28014,2,0,0,6,1.0,1.0,3.0,4,,65.0,,,3,1,1125,11,28,48,323,0,,,,,,,,2
8.0,,48,3,0,Comunidad de Madrid,28012,2,14,0,6,2.0,3.0,4.0,4,,140.0,600.0,50.0,1,2,1125,8,19,30,270,137,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,2.0,2.0,4,,70.0,,,1,1,1125,15,45,75,350,0,,,,,,,,0
1.0,,48,3,0,Comunidad de Madrid,28005,2,14,0,4,1.0,1.0,1.0,4,,80.0,,30.0,2,2,7,13,43,61,152,9,98.0,10.0,9.0,9.0,9.0,9.0,9.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,2.0,2.0,4,,90.0,,,1,3,1125,11,24,43,312,71,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,1,1,1.0,1.0,1.0,4,,18.0,100.0,5.0,1,1,1125,30,60,90,365,0,,,,,,,,0
1.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,8,0,2,1.0,1.0,1.0,4,,50.0,,20.0,15,1,1125,0,0,0,234,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0
